Date,Prices
10/10/2022 23:00:01,29.312042508417026
10/10/2022 23:05:01,29.321671080444478
10/10/2022 23:10:00,29.2645997667738
10/10/2022 23:15:02,29.029955719082952
10/10/2022 23:20:01,29.008837801108715
10/10/2022 23:25:01,29.06638635220699
10/10/2022 23:30:01,29.086808655831934
10/10/2022 23:35:01,29.086430440932894
10/10/2022 23:40:01,29.068023761964415
10/10/2022 23:45:00,29.071666672031363
10/10/2022 23:50:01,29.084552117491842
10/10/2022 23:55:01,29.027570436763085
11/10/2022 00:00:03,29.03442275490479
11/10/2022 00:05:01,29.01559754263463
11/10/2022 00:10:00,29.038141888891314
11/10/2022 00:15:01,29.021589354241488
11/10/2022 00:20:01,29.038482415414823
11/10/2022 00:25:01,29.07167498890076
11/10/2022 00:30:01,29.07267980795651
11/10/2022 00:35:01,29.053073366257387
11/10/2022 00:40:01,29.02725199979809
11/10/2022 00:45:00,28.990589188205703
11/10/2022 00:50:00,28.95598933872172
11/10/2022 00:55:00,28.896790647416882
11/10/2022 01:00:02,28.869708928639096
11/10/2022 01:05:01,28.875654800082373
11/10/2022 01:10:00,28.683875624519956
11/10/2022 08:05:00,28.60947509473981
11/10/2022 08:10:00,28.605347924150788
11/10/2022 08:15:00,28.568659298910912
11/10/2022 08:20:01,28.531418005351185
11/10/2022 08:25:01,28.566394296745223
11/10/2022 08:30:01,28.582691748160883
11/10/2022 08:35:01,28.556196718435235
11/10/2022 08:40:01,28.578504611657674
11/10/2022 08:45:01,28.610009720440548
11/10/2022 08:50:01,28.61560862566026
11/10/2022 08:55:01,28.655283162146546
11/10/2022 09:00:01,28.649644569400458
11/10/2022 09:05:01,28.633437667871863
11/10/2022 09:10:01,28.576305345801988
11/10/2022 09:15:00,28.588604381654847
11/10/2022 09:20:00,28.646643498711352
11/10/2022 09:25:00,28.6134362097021
11/10/2022 09:30:00,28.595812797731007
11/10/2022 09:35:00,28.607823225734318
11/10/2022 09:40:00,28.611152968956812
11/10/2022 09:45:00,28.597204467634196
11/10/2022 09:50:01,28.56948400001368
11/10/2022 09:55:01,28.58157700054186
11/10/2022 11:30:01,28.422425158117733
11/10/2022 11:35:01,28.40495522552356
11/10/2022 11:40:01,28.384884103404264
11/10/2022 11:45:00,28.398167195044458
11/10/2022 11:50:01,28.4033712094228
11/10/2022 11:55:01,28.409827409099265
11/10/2022 12:00:01,28.411942369817286
11/10/2022 12:05:01,28.388511130415043
11/10/2022 12:10:01,28.399332428514633
11/10/2022 12:15:00,28.42997057024074
11/10/2022 12:20:01,28.40200916411174
11/10/2022 12:25:03,28.370507992172502
11/10/2022 12:30:00,28.368764572080053
11/10/2022 12:35:01,28.376571087484084
11/10/2022 12:40:01,28.345881800895665
11/10/2022 12:45:00,28.345355514742142
11/10/2022 12:50:01,28.384645542612095
11/10/2022 12:55:00,28.36232655685249
11/10/2022 13:00:02,28.365378725913825
11/10/2022 13:05:01,28.45196376852949
11/10/2022 13:10:01,28.466906799496147
11/10/2022 13:15:01,28.489148707964752
11/10/2022 13:20:01,28.490866905013085
11/10/2022 13:25:00,28.514080834776504
11/10/2022 14:20:01,28.440854269978914
11/10/2022 14:25:01,28.45514814978459
11/10/2022 14:30:01,28.46465587192278
11/10/2022 15:00:00,28.40044571093323
11/10/2022 15:05:00,28.312204424055
11/10/2022 15:10:00,28.240275408302736
11/10/2022 15:15:01,28.226473942605452
11/10/2022 15:20:01,28.278511311459972
11/10/2022 15:25:01,28.27950281837393
11/10/2022 15:30:00,28.295755718509792
11/10/2022 15:35:00,28.243523434647425
11/10/2022 15:40:00,28.26343209445032
11/10/2022 15:45:01,28.317440287501135
11/10/2022 16:25:01,28.326934244767706
11/10/2022 16:30:01,28.306712501989196
11/10/2022 16:35:14,28.241437686477777
11/10/2022 16:40:01,28.313048503343428
11/10/2022 16:45:01,28.33978363488002
11/10/2022 16:50:01,28.33117275050557
11/10/2022 16:58:02,28.276639868974446
11/10/2022 17:00:00,28.278718323562558
11/10/2022 17:05:00,28.31274161067912
11/10/2022 17:10:00,28.307284626659783
11/10/2022 18:40:01,28.486843903452687
11/10/2022 18:45:02,28.48134710992549
11/10/2022 18:50:01,28.482205450392133
11/10/2022 18:55:01,28.488360419627096
11/10/2022 19:00:01,28.47098413344713
11/10/2022 19:05:01,28.471423936683944
11/10/2022 19:10:01,28.484182360434804
11/10/2022 19:15:01,28.44769078774627
11/10/2022 19:20:01,28.444267675322667
11/10/2022 19:25:01,28.42421704084707
11/10/2022 19:30:01,28.407329871920265
11/10/2022 19:35:00,28.419979669473143
11/10/2022 19:40:00,28.430093734486018
11/10/2022 20:10:00,28.594543417568698
11/10/2022 20:15:01,28.544297484366055
11/10/2022 20:20:01,28.454690173410913
11/10/2022 20:25:01,28.388226663213036
11/10/2022 20:30:01,28.470298667338998
11/10/2022 20:35:01,28.474772010056547
11/10/2022 20:40:01,28.470135222698126
11/10/2022 20:45:00,28.492101175352193
11/10/2022 20:50:00,28.50846216311752
11/10/2022 20:55:00,28.472229866037473
11/10/2022 21:00:03,28.41459164826739
11/10/2022 21:05:01,28.421416070652857
11/10/2022 21:10:01,28.42149070998712
11/10/2022 21:15:01,28.482120321791626
11/10/2022 21:20:01,28.477904659169504
11/10/2022 21:25:02,28.472432078768154
11/10/2022 21:30:01,28.510722838256836
